holiday,temp,rain,snow,weather,traffic_volume,day,month,year,hours,minutes,seconds
11,278.91,0.0,0.0,1,4779,06,10,2012,17,00,00
11,278.39,0.0,0.0,1,4362,06,10,2012,18,00,00
11,278.16,0.0,0.0,1,3860,06,10,2012,19,00,00
11,278.16,0.0,0.0,1,3160,06,10,2012,20,00,00
11,277.93,0.0,0.0,1,2992,06,10,2012,21,00,00
11,276.9,0.0,0.0,1,3202,06,10,2012,22,00,00
11,276.34,0.0,0.0,1,1941,06,10,2012,23,00,00
11,276.11,0.0,0.0,1,1233,07,10,2012,00,00,00
11,275.73,0.0,0.0,1,323,07,10,2012,03,00,00
11,275.65,0.0,0.0,1,312,07,10,2012,04,00,00
11,275.51,0.0,0.0,1,627,07,10,2012,05,00,00
11,275.05,0.0,0.0,1,1508,07,10,2012,06,00,00
11,274.77,0.0,0.0,1,1539,07,10,2012,07,00,00
11,274.77,0.0,0.0,1,2232,07,10,2012,08,00,00
11,275.55,0.0,0.0,1,4568,07,10,2012,09,00,00
11,276.24,0.0,0.0,1,4624,07,10,2012,10,00,00
11,277.01,0.0,0.0,1,4529,07,10,2012,11,00,00
11,277.43,0.0,0.0,1,5139,07,10,2012,12,00,00
11,278.45,0.0,0.0,1,6640,07,10,2012,13,00,00
11,279.27,0.0,0.0,1,6589,07,10,2012,14,00,00
11,281.2053507092272,0.0,0.0,1,4429,07,10,2012,15,00,00
11,279.44,0.0,0.0,1,4329,07,10,2012,16,00,00
11,279.32,0.0,0.0,1,3833,07,10,2012,17,00,00
11,279.27,0.0,0.0,1,4015,07,10,2012,18,00,00
11,278.11,0.0,0.0,1,3382,07,10,2012,19,00,00
11,276.79,0.0,0.0,1,2815,07,10,2012,20,00,00
11,275.73,0.0,0.0,1,2110,07,10,2012,21,00,00
11,274.88,0.0,0.0,1,1555,07,10,2012,22,00,00
11,273.92,0.0,0.0,1,959,07,10,2012,23,00,00
1,273.08,0.0,0.0,1,455,08,10,2012,00,00,00
11,272.62,0.0,0.0,1,336,08,10,2012,01,00,00
11,271.78,0.0,0.0,0,265,08,10,2012,02,00,00
11,281.2053507092272,0.0,0.0,0,314,08,10,2012,03,00,00
11,270.63,0.0,0.0,0,779,08,10,2012,04,00,00
11,270.33,0.0,0.0,0,2571,08,10,2012,05,00,00
11,269.61,0.0,0.0,1,5563,08,10,2012,06,00,00
11,270.01,0.0,0.0,1,6676,08,10,2012,07,00,00
11,271.23,0.0,0.0,1,5966,08,10,2012,08,00,00
11,273.71,0.0,0.0,1,4832,08,10,2012,09,00,00
11,276.77,0.0,0.0,1,4395,08,10,2012,10,00,00
11,279.47,0.0,0.0,1,4411,08,10,2012,11,00,00
11,279.84,0.0,0.0,0,4648,08,10,2012,12,00,00
11,282.34,0.0,0.0,1,4602,08,10,2012,13,00,00
11,282.94,0.0,0.0,1,5125,08,10,2012,14,00,00
11,283.48,0.0,0.0,0,5502,08,10,2012,15,00,00
11,284.33,0.0,0.0,0,5979,08,10,2012,16,00,00
11,284.48,0.0,0.0,1,5663,08,10,2012,17,00,00
11,284.23,0.0,0.0,1,4259,08,10,2012,18,00,00
11,281.99,0.0,0.0,1,3069,08,10,2012,19,00,00
11,279.81,0.0,0.0,0,2378,08,10,2012,20,00,00
11,279.35,0.0,0.0,0,2030,08,10,2012,21,00,00
11,278.9,0.0,0.0,0,1400,08,10,2012,22,00,00
11,278.46,0.0,0.0,0,917,08,10,2012,23,00,00
11,281.2053507092272,0.0,0.0,0,515,09,10,2012,00,00,00
11,277.27,0.0,0.0,0,302,09,10,2012,01,00,00
11,277.47,0.0,0.0,0,251,09,10,2012,02,00,00
11,276.97,0.0,0.0,1,798,09,10,2012,04,00,00
11,276.52,0.0,0.0,1,2678,09,10,2012,05,00,00
11,276.6,0.0,0.0,1,5733,09,10,2012,06,00,00
11,277.31,0.0,0.0,1,6449,09,10,2012,07,00,00
11,278.38,0.0,0.0,1,5765,09,10,2012,08,00,00
11,279.35,0.0,0.0,1,5599,09,10,2012,09,00,00
11,281.37,0.0,0.0,1,4534,09,10,2012,10,00,00
11,283.11,0.0,0.0,1,4691,09,10,2012,11,00,00
11,284.08,0.0,0.0,1,5067,09,10,2012,12,00,00
11,285.14,0.0,0.0,1,5030,09,10,2012,13,00,00
11,286.35,0.0,0.0,1,5300,09,10,2012,14,00,00
11,287.23,0.0,0.0,6,5777,09,10,2012,15,00,00
11,281.2053507092272,0.0,0.0,1,6349,09,10,2012,16,00,00
11,290.37,0.0,0.0,1,6127,09,10,2012,17,00,00
11,290.13,0.0,0.0,1,4460,09,10,2012,18,00,00
11,288.86,0.0,0.0,1,3418,09,10,2012,19,00,00
11,287.36,0.0,0.0,1,2775,09,10,2012,20,00,00
11,285.11,0.0,0.0,1,2306,09,10,2012,21,00,00
11,283.46,0.0,0.0,1,1846,09,10,2012,22,00,00
11,282.45,0.0,0.0,1,947,09,10,2012,23,00,00
11,281.88,0.0,0.0,1,494,10,10,2012,00,00,00
11,281.78,0.0,0.0,1,332,10,10,2012,01,00,00
11,281.09,0.0,0.0,1,261,10,10,2012,02,00,00
11,281.17,0.0,0.0,1,361,10,10,2012,03,00,00
11,281.25,0.0,0.0,0,5875,10,10,2012,06,00,00
11,281.25,0.0,0.0,6,6793,10,10,2012,07,00,00
11,281.25,0.0,0.0,2,6793,10,10,2012,07,00,00
11,280.1,0.0,0.0,6,6283,10,10,2012,08,00,00
11,280.1,0.0,0.0,2,6283,10,10,2012,08,00,00
11,279.61,0.0,0.0,6,5680,10,10,2012,09,00,00
11,281.2053507092272,0.0,0.0,2,5680,10,10,2012,09,00,00
11,281.2053507092272,0.0,0.0,0,4632,10,10,2012,10,00,00
11,280.19,0.0,0.0,0,4887,10,10,2012,11,00,00
11,282.09,0.0,0.0,1,5030,10,10,2012,12,00,00
11,282.26,0.0,0.0,1,5067,10,10,2012,13,00,00
11,282.05,0.0,0.0,1,5227,10,10,2012,14,00,00
11,281.59,0.0,0.0,1,5610,10,10,2012,15,00,00
11,281.23,0.0,0.0,0,6286,10,10,2012,16,00,00
11,282.6,0.0,0.0,0,4775,10,10,2012,18,00,00
11,282.6,0.0,0.0,0,3340,10,10,2012,19,00,00
11,282.6,0.0,0.0,0,3013,10,10,2012,20,00,00
11,282.6,0.0,0.0,0,2603,10,10,2012,21,00,00
11,282.6,0.0,0.0,0,1910,10,10,2012,22,00,00
11,282.6,0.0,0.0,0,1037,10,10,2012,23,00,00
11,273.9,0.0,0.0,0,347,11,10,2012,01,00,00
11,274.4,0.0,0.0,1,350,11,10,2012,03,00,00
11,274.05,0.0,0.0,1,850,11,10,2012,04,00,00
11,273.71,0.0,0.0,1,2791,11,10,2012,05,00,00
11,272.66,0.0,0.0,0,5809,11,10,2012,06,00,00
11,272.65,0.0,0.0,0,6798,11,10,2012,07,00,00
11,272.52,0.0,0.0,0,6304,11,10,2012,08,00,00
11,275.19,0.0,0.0,1,5291,11,10,2012,09,00,00
11,275.34,0.0,0.0,0,4638,11,10,2012,10,00,00
11,284.1,0.0,0.0,0,5557,11,10,2012,14,00,00
11,284.1,0.0,0.0,0,5818,11,10,2012,15,00,00
11,283.78,0.0,0.0,1,6272,11,10,2012,16,00,00
11,283.52,0.0,0.0,1,5944,11,10,2012,17,00,00
11,281.2053507092272,0.0,0.0,1,4949,11,10,2012,18,00,00
11,282.06,0.0,0.0,1,3511,11,10,2012,19,00,00
11,281.95,0.0,0.0,1,3039,11,10,2012,20,00,00
11,281.81,0.0,0.0,1,2679,11,10,2012,21,00,00
11,282.16,0.0,0.0,1,2094,11,10,2012,22,00,00
11,282.53,0.0,0.0,1,1284,11,10,2012,23,00,00
11,283.91,0.0,0.0,1,630,12,10,2012,00,00,00
11,284.64,0.0,0.0,1,410,12,10,2012,01,00,00
11,284.61,0.0,0.0,1,331,12,10,2012,02,00,00
11,283.18,0.0,0.0,2,372,12,10,2012,03,00,00
11,282.26,0.0,0.0,6,739,12,10,2012,04,00,00
11,280.77,0.0,0.0,2,2561,12,10,2012,05,00,00
11,278.53,0.0,0.0,1,5586,12,10,2012,06,00,00
11,277.64,0.0,0.0,1,6992,12,10,2012,07,00,00
11,277.9,0.0,0.0,1,5860,12,10,2012,08,00,00
11,281.2053507092272,0.0,0.0,1,5230,12,10,2012,09,00,00
11,279.29,0.0,0.0,1,4864,12,10,2012,10,00,00
11,280.45,0.0,0.0,1,5146,12,10,2012,11,00,00
11,280.95,0.0,0.0,1,5526,12,10,2012,12,00,00
11,281.74,0.0,0.0,1,5383,12,10,2012,13,00,00
11,281.84,0.0,0.0,1,5758,12,10,2012,14,00,00
11,282.45,0.0,0.0,1,5889,12,10,2012,15,00,00
11,282.2,0.0,0.0,1,6057,12,10,2012,16,00,00
11,281.54,0.0,0.0,1,6028,12,10,2012,17,00,00
11,280.21,0.0,0.0,1,5257,12,10,2012,18,00,00
11,282.2,0.0,0.0,0,1897,12,10,2012,23,00,00
11,272.58,0.0,0.0,0,1335,13,10,2012,00,00,00
11,272.06,0.0,0.0,0,769,13,10,2012,01,00,00
11,270.99,0.0,0.0,0,570,13,10,2012,02,00,00
11,270.29,0.0,0.0,1,413,13,10,2012,03,00,00
11,269.48,0.0,0.0,0,399,13,10,2012,04,00,00
11,269.27,0.0,0.0,0,740,13,10,2012,05,00,00
11,268.91,0.0,0.0,0,1420,13,10,2012,06,00,00
11,281.2053507092272,0.0,0.0,1,2220,13,10,2012,07,00,00
11,269.23,0.0,0.0,1,3479,13,10,2012,08,00,00
11,272.61,0.0,0.0,1,4546,13,10,2012,09,00,00
11,276.78,0.0,0.0,1,4579,13,10,2012,10,00,00
11,279.22,0.0,0.0,0,4438,13,10,2012,11,00,00
11,280.35,0.0,0.0,0,4623,13,10,2012,12,00,00
11,281.81,0.0,0.0,0,4440,13,10,2012,13,00,00
11,283.05,0.0,0.0,0,4495,13,10,2012,14,00,00
11,283.96,0.0,0.0,0,4483,13,10,2012,15,00,00
11,284.53,0.0,0.0,0,4591,13,10,2012,16,00,00
11,284.44,0.0,0.0,0,4477,13,10,2012,17,00,00
11,283.64,0.0,0.0,0,4221,13,10,2012,18,00,00
11,281.85,0.0,0.0,1,3672,13,10,2012,19,00,00
11,281.38,0.0,0.0,0,3015,13,10,2012,20,00,00
11,281.84,0.0,0.0,1,2769,13,10,2012,21,00,00
11,282.23,0.0,0.0,1,2875,13,10,2012,22,00,00
11,282.18,0.0,0.0,1,1931,13,10,2012,23,00,00
11,282.49,0.0,0.0,1,1309,14,10,2012,00,00,00
11,282.54,0.0,0.0,1,870,14,10,2012,01,00,00
11,282.58,0.0,0.0,1,654,14,10,2012,02,00,00
11,282.23,0.0,0.0,1,364,14,10,2012,03,00,00
11,281.2053507092272,0.0,0.0,1,262,14,10,2012,04,00,00
11,282.23,0.0,0.0,1,505,14,10,2012,05,00,00
11,282.24,0.0,0.0,1,861,14,10,2012,06,00,00
11,282.24,0.0,0.0,1,1132,14,10,2012,07,00,00
11,282.24,0.0,0.0,5,1797,14,10,2012,08,00,00
11,282.43,0.0,0.0,2,2685,14,10,2012,09,00,00
11,282.43,0.0,0.0,5,2685,14,10,2012,09,00,00
11,282.43,0.0,0.0,4,2685,14,10,2012,09,00,00
11,282.33,0.0,0.0,2,3370,14,10,2012,10,00,00
11,282.33,0.0,0.0,5,3370,14,10,2012,10,00,00
11,282.82,0.0,0.0,2,3662,14,10,2012,11,00,00
11,282.82,0.0,0.0,5,3662,14,10,2012,11,00,00
11,283.33,0.0,0.0,5,4076,14,10,2012,12,00,00
11,283.33,0.0,0.0,6,4076,14,10,2012,12,00,00
11,283.33,0.0,0.0,2,4076,14,10,2012,12,00,00
11,283.75,0.0,0.0,6,4128,14,10,2012,13,00,00
11,283.75,0.0,0.0,5,4128,14,10,2012,13,00,00
11,283.75,0.0,0.0,2,4128,14,10,2012,13,00,00
11,284.09,0.0,0.0,5,4358,14,10,2012,14,00,00
11,284.09,0.0,0.0,6,4358,14,10,2012,14,00,00
11,284.09,0.0,0.0,2,4358,14,10,2012,14,00,00
11,284.55,0.0,0.0,5,4342,14,10,2012,15,00,00
11,284.55,0.0,0.0,6,4342,14,10,2012,15,00,00
11,284.68,0.0,0.0,5,4234,14,10,2012,16,00,00
11,284.64,0.0,0.0,6,4271,14,10,2012,17,00,00
11,284.64,0.0,0.0,5,4271,14,10,2012,17,00,00
11,284.4,0.0,0.0,1,4080,14,10,2012,18,00,00
11,281.2053507092272,0.0,0.0,5,3453,14,10,2012,19,00,00
11,284.03,0.0,0.0,5,2718,14,10,2012,20,00,00
11,283.58,0.0,0.0,5,2439,14,10,2012,21,00,00
11,283.04,0.0,0.0,5,1819,14,10,2012,22,00,00
11,281.95,0.0,0.0,5,1002,14,10,2012,23,00,00
11,281.95,0.0,0.0,3,1002,14,10,2012,23,00,00
11,281.61,0.0,0.0,1,542,15,10,2012,00,00,00
11,281.61,0.0,0.0,3,542,15,10,2012,00,00,00
11,281.57,0.0,0.0,3,303,15,10,2012,01,00,00
11,281.42,0.0,0.0,3,239,15,10,2012,02,00,00
11,281.29,0.0,0.0,5,335,15,10,2012,03,00,00
11,281.29,0.0,0.0,3,335,15,10,2012,03,00,00
11,281.02,0.0,0.0,5,810,15,10,2012,04,00,00
11,281.02,0.0,0.0,3,810,15,10,2012,04,00,00
11,280.82,0.0,0.0,5,2606,15,10,2012,05,00,00
11,281.2053507092272,0.0,0.0,3,2606,15,10,2012,05,00,00
11,280.39,0.0,0.0,5,5714,15,10,2012,06,00,00
11,280.19,0.0,0.0,5,6798,15,10,2012,07,00,00
11,279.82,0.0,0.0,5,6114,15,10,2012,08,00,00
11,279.75,0.0,0.0,5,5094,15,10,2012,09,00,00
11,280.07,0.0,0.0,5,4473,15,10,2012,10,00,00
11,280.32,0.0,0.0,1,4529,15,10,2012,11,00,00
11,281.72,0.0,0.0,0,4823,15,10,2012,12,00,00
11,284.01,0.0,0.0,1,4872,15,10,2012,13,00,00
11,285.88,0.0,0.0,0,5238,15,10,2012,14,00,00
11,286.87,0.0,0.0,0,5584,15,10,2012,15,00,00
11,287.6,0.0,0.0,1,6246,15,10,2012,16,00,00
11,287.27,0.0,0.0,1,5957,15,10,2012,17,00,00
11,286.18,0.0,0.0,1,4535,15,10,2012,18,00,00
11,285.2,0.0,0.0,1,3234,15,10,2012,19,00,00
11,284.68,0.0,0.0,1,2677,15,10,2012,20,00,00
11,284.49,0.0,0.0,1,2077,15,10,2012,21,00,00
11,283.54,0.0,0.0,1,1380,15,10,2012,22,00,00
11,281.2053507092272,0.0,0.0,1,927,15,10,2012,23,00,00
11,281.21,0.0,0.0,1,500,16,10,2012,00,00,00
11,279.87,0.0,0.0,0,324,16,10,2012,01,00,00
11,278.93,0.0,0.0,0,257,16,10,2012,02,00,00
11,277.91,0.0,0.0,0,354,16,10,2012,03,00,00
11,277.21,0.0,0.0,0,769,16,10,2012,04,00,00
11,276.61,0.0,0.0,0,2769,16,10,2012,05,00,00
11,276.11,0.0,0.0,0,5789,16,10,2012,06,00,00
11,274.81,0.0,0.0,1,7055,16,10,2012,07,00,00
11,274.99,0.0,0.0,1,6408,16,10,2012,08,00,00
11,277.91,0.0,0.0,1,5254,16,10,2012,09,00,00
11,280.71,0.0,0.0,1,4547,16,10,2012,10,00,00
11,283.85,0.0,0.0,1,4784,16,10,2012,11,00,00
11,286.01,0.0,0.0,1,5015,16,10,2012,12,00,00
11,286.31,0.0,0.0,1,5057,16,10,2012,13,00,00
11,288.15,0.0,0.0,1,5430,16,10,2012,14,00,00
11,289.15,0.0,0.0,1,5813,16,10,2012,15,00,00
11,288.99,0.0,0.0,1,6496,16,10,2012,16,00,00
11,281.2053507092272,0.0,0.0,1,6429,16,10,2012,17,00,00
11,288.16,0.0,0.0,1,5142,16,10,2012,18,00,00
11,287.28,0.0,0.0,6,3311,16,10,2012,19,00,00
11,287.04,0.0,0.0,1,2777,16,10,2012,20,00,00
11,286.9,0.0,0.0,1,2331,16,10,2012,21,00,00
11,287.09,0.0,0.0,1,1767,16,10,2012,22,00,00
11,287.09,0.0,0.0,1,1093,16,10,2012,23,00,00
11,286.89,0.0,0.0,1,554,17,10,2012,00,00,00
11,286.93,0.0,0.0,1,333,17,10,2012,01,00,00
11,286.93,0.0,0.0,1,267,17,10,2012,02,00,00
11,287.07,0.0,0.0,1,358,17,10,2012,03,00,00
11,286.56,0.0,0.0,1,777,17,10,2012,04,00,00
11,285.91,0.0,0.0,1,2732,17,10,2012,05,00,00
11,285.29,0.0,0.0,1,5637,17,10,2012,06,00,00
11,284.92,0.0,0.0,1,5564,17,10,2012,07,00,00
11,281.2053507092272,0.0,0.0,1,6274,17,10,2012,08,00,00
11,285.72,0.0,0.0,6,5403,17,10,2012,09,00,00
11,285.72,0.0,0.0,6,5403,17,10,2012,09,00,00
11,287.09,0.0,0.0,1,4680,17,10,2012,10,00,00
11,288.31,0.0,0.0,1,4642,17,10,2012,11,00,00
11,288.61,0.0,0.0,0,4979,17,10,2012,12,00,00
11,290.32,0.0,0.0,0,4851,17,10,2012,13,00,00
11,291.36,0.0,0.0,0,4291,17,10,2012,14,00,00
11,292.01,0.0,0.0,0,4714,17,10,2012,15,00,00
11,292.61,0.0,0.0,0,6723,17,10,2012,16,00,00
11,292.65,0.0,0.0,0,6180,17,10,2012,17,00,00
11,290.52,0.0,0.0,1,4843,17,10,2012,18,00,00
11,288.35,0.0,0.0,1,3435,17,10,2012,19,00,00
11,286.72,0.0,0.0,1,2921,17,10,2012,20,00,00
11,285.49,0.0,0.0,1,2763,17,10,2012,21,00,00
11,284.22,0.0,0.0,1,1930,17,10,2012,22,00,00
11,283.8,0.0,0.0,1,1160,17,10,2012,23,00,00
11,283.72,0.0,0.0,1,654,18,10,2012,00,00,00
11,282.8,0.0,0.0,1,374,18,10,2012,01,00,00
11,282.32,0.0,0.0,5,301,18,10,2012,02,00,00
11,282.38,0.0,0.0,1,397,18,10,2012,03,00,00
11,282.76,0.0,0.0,1,794,18,10,2012,04,00,00
11,282.88,0.0,0.0,5,2564,18,10,2012,05,00,00
11,284.18,0.0,0.0,1,5358,18,10,2012,06,00,00
11,284.69,0.0,0.0,1,6441,18,10,2012,07,00,00
11,285.0,0.0,0.0,1,5536,18,10,2012,08,00,00
11,286.9,0.0,0.0,6,5256,18,10,2012,09,00,00
11,288.35,0.0,0.0,1,4619,18,10,2012,10,00,00
11,289.59,0.0,0.0,1,5107,18,10,2012,11,00,00
11,288.27,0.0,0.0,6,5147,18,10,2012,12,00,00
11,286.41,0.0,0.0,1,5283,18,10,2012,13,00,00
11,285.96,0.0,0.0,1,5704,18,10,2012,14,00,00
11,287.04,0.0,0.0,1,5887,18,10,2012,15,00,00
11,287.18,0.0,0.0,1,6307,18,10,2012,16,00,00
11,286.94,0.0,0.0,1,5953,18,10,2012,17,00,00
11,286.01,0.0,0.0,1,4519,18,10,2012,18,00,00
11,284.67,0.0,0.0,2,3427,18,10,2012,19,00,00
11,283.44,0.0,0.0,6,2921,18,10,2012,20,00,00
11,282.51,0.0,0.0,2,2649,18,10,2012,21,00,00
11,281.9,0.0,0.0,1,2005,18,10,2012,22,00,00
11,281.85,0.0,0.0,1,1177,18,10,2012,23,00,00
11,281.28,0.0,0.0,1,699,19,10,2012,00,00,00
11,280.97,0.0,0.0,5,436,19,10,2012,01,00,00
11,280.44,0.0,0.0,2,353,19,10,2012,02,00,00
11,280.44,0.0,0.0,5,353,19,10,2012,02,00,00
11,280.02,0.0,0.0,5,399,19,10,2012,03,00,00
11,279.79,0.0,0.0,2,720,19,10,2012,04,00,00
11,279.79,0.0,0.0,1,720,19,10,2012,04,00,00
11,279.79,0.0,0.0,6,720,19,10,2012,04,00,00
11,279.79,0.0,0.0,2,720,19,10,2012,04,00,00
11,279.74,0.0,0.0,5,2370,19,10,2012,05,00,00
11,279.74,0.0,0.0,6,2370,19,10,2012,05,00,00
11,279.65,0.0,0.0,2,5162,19,10,2012,06,00,00
11,279.65,0.0,0.0,5,5162,19,10,2012,06,00,00
11,279.65,0.0,0.0,6,5162,19,10,2012,06,00,00
11,279.45,0.0,0.0,5,5777,19,10,2012,07,00,00
11,279.45,0.0,0.0,6,5777,19,10,2012,07,00,00
11,279.22,0.0,0.0,2,5235,19,10,2012,08,00,00
11,279.22,0.0,0.0,5,5235,19,10,2012,08,00,00
11,279.22,0.0,0.0,6,5235,19,10,2012,08,00,00
11,279.35,0.0,0.0,6,4606,19,10,2012,09,00,00
11,279.35,0.0,0.0,5,4606,19,10,2012,09,00,00
11,279.92,0.0,0.0,1,4328,19,10,2012,10,00,00
11,280.44,0.0,0.0,1,4282,19,10,2012,11,00,00
11,281.0,0.0,0.0,1,4489,19,10,2012,12,00,00
11,281.51,0.0,0.0,1,4908,19,10,2012,13,00,00
11,281.93,0.0,0.0,5,5620,19,10,2012,14,00,00
11,281.94,0.0,0.0,5,5849,19,10,2012,15,00,00
11,281.94,0.0,0.0,2,5849,19,10,2012,15,00,00
11,282.27,0.0,0.0,6,4945,19,10,2012,16,00,00
11,282.41,0.0,0.0,6,4619,19,10,2012,17,00,00
11,282.21,0.0,0.0,1,4479,19,10,2012,18,00,00
11,281.69,0.0,0.0,1,3804,19,10,2012,19,00,00
11,281.26,0.0,0.0,1,2908,19,10,2012,20,00,00
11,280.66,0.0,0.0,5,2942,19,10,2012,21,00,00
11,280.43,0.0,0.0,2,3077,19,10,2012,22,00,00
11,280.43,0.0,0.0,2,3077,19,10,2012,22,00,00
11,280.1,0.0,0.0,5,2051,19,10,2012,23,00,00
